"","site","Survey","date","year","plot","sp","sp2","wdt_1"
"856","Heathy Spur 1","2020s","16/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",3
"857","Heathy Spur 1","2020s","16/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",3
"858","Heathy Spur 1","2020s","16/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",4
"859","Heathy Spur 1","2020s","16/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",5
"860","Heathy Spur 1","2020s","16/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",6
"861","Heathy Spur 1","2020s","16/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",10
"862","Heathy Spur 1","2020s","16/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",10
"863","Heathy Spur 1","2020s","16/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",12
"864","Heathy Spur 1","2020s","16/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",12
"865","Heathy Spur 1","2020s","16/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",16
"866","Heathy Spur 1","2020s","16/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",16
"867","Heathy Spur 1","2020s","16/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",22
"868","Heathy Spur 1","2020s","16/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",34
"869","Heathy Spur 1","2020s","16/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",4
"870","Heathy Spur 1","2020s","16/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",6
"871","Heathy Spur 1","2020s","16/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",6
"872","Heathy Spur 1","2020s","16/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",6
"873","Heathy Spur 1","2020s","16/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",6
"874","Heathy Spur 1","2020s","16/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",7
"875","Heathy Spur 1","2020s","16/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",8
"876","Heathy Spur 1","2020s","16/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",12
"877","Heathy Spur 1","2020s","16/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",22
"878","Heathy Spur 1","2020s","16/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",23
"879","Heathy Spur 1","2020s","16/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",33
"880","Heathy Spur 1","2020s","16/3/2019",2019,11,"Acrothamnus montanus","Acrothamnus",33
"881","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",2
"882","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",3
"883","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",3
"884","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",3
"885","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",3
"886","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",3
"887","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",4
"888","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",4
"889","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",5
"890","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",5
"891","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",6
"892","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",6
"893","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",6
"894","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",6
"895","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",8
"896","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",8
"897","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",8
"898","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",8
"899","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",8
"900","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",8
"901","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",9
"902","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",9
"903","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",9
"904","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",9
"905","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",9
"906","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",10
"907","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",10
"908","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",10
"909","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",12
"910","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",13
"911","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",14
"912","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",15
"913","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",16
"914","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",16
"915","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",18
"916","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",18
"917","Heathy Spur 1","2020s","16/3/2019",2019,12,"Acrothamnus montanus","Acrothamnus",24
"918","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",1
"919","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",1
"920","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",1
"921","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",3
"922","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",3
"923","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",4
"924","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",4
"925","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",5
"926","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",5
"927","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",5
"928","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",5
"929","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",6
"930","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",6
"931","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",8
"932","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",8
"933","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",8
"934","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",9
"935","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",9
"936","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",10
"937","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",10
"938","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",10
"939","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",10
"940","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",11
"941","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",12
"942","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",13
"943","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",13
"944","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",14
"945","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",15
"946","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",19
"947","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",21
"948","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",22
"949","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",27
"950","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",29
"951","Heathy Spur 1","2020s","16/3/2019",2019,13,"Acrothamnus montanus","Acrothamnus",35
"952","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",3
"953","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",6
"954","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",6
"955","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",6
"956","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",8
"957","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",9
"958","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",9
"959","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",12
"960","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",15
"961","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",16
"962","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",17
"963","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",18
"964","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",18
"965","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",23
"966","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",33
"967","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",38
"968","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",40
"969","Heathy Spur 1","2020s","16/3/2019",2019,14,"Acrothamnus montanus","Acrothamnus",99
"970","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",3
"971","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",3
"972","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",4
"973","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",5
"974","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",5
"975","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",6
"976","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",6
"977","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",7
"978","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",9
"979","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",12
"980","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",13
"981","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",13
"982","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",14
"983","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",15
"984","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",15
"985","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",20
"986","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",23
"987","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",25
"988","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",25
"989","Heathy Spur 1","2020s","16/3/2019",2019,15,"Acrothamnus montanus","Acrothamnus",31
"990","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",3
"991","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",3
"992","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",3
"993","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",4
"994","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",5
"995","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",5
"996","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",7
"997","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",8
"998","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",8
"999","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",8
"1000","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",9
"1001","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",10
"1002","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",11
"1003","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",13
"1004","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",13
"1005","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",14
"1006","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",14
"1007","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",14
"1008","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",15
"1009","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",16
"1010","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",16
"1011","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",19
"1012","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",36
"1013","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",38
"1014","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",70
"1015","Heathy Spur 1","2020s","16/3/2019",2019,16,"Acrothamnus montanus","Acrothamnus",73
"1016","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",4
"1017","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",4
"1018","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",4
"1019","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",5
"1020","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",5
"1021","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",5
"1022","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",5
"1023","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",5
"1024","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",5
"1025","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",10
"1026","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",12
"1027","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",13
"1028","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",13
"1029","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",13
"1030","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",13
"1031","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",15
"1032","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",22
"1033","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",25
"1034","Heathy Spur 1","2020s","16/3/2019",2019,17,"Acrothamnus montanus","Acrothamnus",26
"1035","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",4
"1036","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",4
"1037","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",5
"1038","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",5
"1039","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",5
"1040","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",5
"1041","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",5
"1042","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",5
"1043","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",6
"1044","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",7
"1045","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",8
"1046","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",8
"1047","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",8
"1048","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",8
"1049","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",9
"1050","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",10
"1051","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",10
"1052","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",13
"1053","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",13
"1054","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",13
"1055","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",13
"1056","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",14
"1057","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",14
"1058","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",16
"1059","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",16
"1060","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",16
"1061","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",18
"1062","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",19
"1063","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",24
"1064","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",33
"1065","Heathy Spur 1","2020s","16/3/2019",2019,18,"Acrothamnus montanus","Acrothamnus",35
"1066","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",2
"1067","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",4
"1068","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",4
"1069","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",5
"1070","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",5
"1071","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",5
"1072","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",6
"1073","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",8
"1074","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",10
"1075","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",10
"1076","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",12
"1077","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",12
"1078","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",14
"1079","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",16
"1080","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",16
"1081","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",18
"1082","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",20
"1083","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",22
"1084","Heathy Spur 1","2020s","16/3/2019",2019,19,"Acrothamnus montanus","Acrothamnus",25
