"","site","Survey","date","year","plot","sp","sp2","wdt_1","wdt_2","ht","area","area_m","notes","X","X.1","X.2"
"669","Heathy Spur 1","2020s","16/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",4,3,7,12,566,0,12566,"",NA
"670","Heathy Spur 1","2020s","16/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",4,3,6,12,566,0,12566,"",NA
"671","Heathy Spur 1","2020s","16/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",5,5,8,19,634375,0,1963438,"",NA
"672","Heathy Spur 1","2020s","16/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",7,5,4,38,483375,0,3848338,"",NA
"673","Heathy Spur 1","2020s","16/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",8,7,16,50,264,0,50264,"",NA
"674","Heathy Spur 1","2020s","16/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",9,7,10,63,615375,0,6361538,"",NA
"675","Heathy Spur 1","2020s","16/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",13,16,15,132,728375,0,13272838,"",NA
"676","Heathy Spur 1","2020s","16/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",15,16,17,176,709375,0,17670938,"",NA
"677","Heathy Spur 1","2020s","16/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",18,9,17,254,4615,0,2544615,"",NA
"678","Heathy Spur 1","2020s","16/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",20,18,24,314,15,0,31415,"",NA
"679","Heathy Spur 1","2020s","16/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",21,15,21,346,350375,0,34635038,"",NA
"680","Heathy Spur 1","2020s","16/3/2019",2019,1,"Acrothamnus montanus","Acrothamnus",37,31,20,1075,178375,0,107517838,"",NA
"681","Heathy Spur 1","2020s","16/3/2019",2019,2,"Acrothamnus montanus","Acrothamnus",1,1,2,0,785375,7,8,"5.40E+00",NA
"682","Heathy Spur 1","2020s","16/3/2019",2019,2,"Acrothamnus montanus","Acrothamnus",2,5,6,3,1415,0,31415,"",NA
"683","Heathy Spur 1","2020s","16/3/2019",2019,2,"Acrothamnus montanus","Acrothamnus",2,2,2,3,1415,0,31415,"",NA
"684","Heathy Spur 1","2020s","16/3/2019",2019,2,"Acrothamnus montanus","Acrothamnus",2,2,5,3,1415,0,31415,"",NA
"685","Heathy Spur 1","2020s","16/3/2019",2019,2,"Acrothamnus montanus","Acrothamnus",4,4,9,12,566,0,12566,"",NA
"686","Heathy Spur 1","2020s","16/3/2019",2019,2,"Acrothamnus montanus","Acrothamnus",4,4,5,12,566,0,12566,"",NA
"687","Heathy Spur 1","2020s","16/3/2019",2019,2,"Acrothamnus montanus","Acrothamnus",6,4,7,28,2735,0,282735,"",NA
"688","Heathy Spur 1","2020s","16/3/2019",2019,2,"Acrothamnus montanus","Acrothamnus",7,6,6,38,483375,0,3848338,"",NA
"689","Heathy Spur 1","2020s","16/3/2019",2019,2,"Acrothamnus montanus","Acrothamnus",13,10,13,132,728375,0,13272838,"",NA
"690","Heathy Spur 1","2020s","16/3/2019",2019,3,"Acrothamnus montanus","Acrothamnus",5,5,4,19,634375,0,1963438,"",NA
"691","Heathy Spur 1","2020s","16/3/2019",2019,3,"Acrothamnus montanus","Acrothamnus",7,9,10,38,483375,0,3848338,"",NA
"692","Heathy Spur 1","2020s","16/3/2019",2019,3,"Acrothamnus montanus","Acrothamnus",10,7,11,78,5375,0,785375,"",NA
"693","Heathy Spur 1","2020s","16/3/2019",2019,3,"Acrothamnus montanus","Acrothamnus",10,8,11,78,5375,0,785375,"",NA
"694","Heathy Spur 1","2020s","16/3/2019",2019,3,"Acrothamnus montanus","Acrothamnus",18,17,17,254,4615,0,2544615,"",NA
"695","Heathy Spur 1","2020s","16/3/2019",2019,3,"Acrothamnus montanus","Acrothamnus",24,20,20,452,376,0,452376,"",NA
"696","Heathy Spur 1","2020s","16/3/2019",2019,3,"Acrothamnus montanus","Acrothamnus",25,31,18,490,859375,0,49085938,"",NA
"697","Heathy Spur 1","2020s","16/3/2019",2019,3,"Acrothamnus montanus","Acrothamnus",27,26,22,572,538375,0,57253838,"",NA
"698","Heathy Spur 1","2020s","16/3/2019",2019,4,"Acrothamnus montanus","Acrothamnus",1,1,2,0,785375,7,8,"5.40E+00",NA
"699","Heathy Spur 1","2020s","16/3/2019",2019,4,"Acrothamnus montanus","Acrothamnus",3,5,6,7,68375,0,706838,"",NA
"700","Heathy Spur 1","2020s","16/3/2019",2019,4,"Acrothamnus montanus","Acrothamnus",4,4,4,12,566,0,12566,"",NA
"701","Heathy Spur 1","2020s","16/3/2019",2019,4,"Acrothamnus montanus","Acrothamnus",4,5,4,12,566,0,12566,"",NA
"702","Heathy Spur 1","2020s","16/3/2019",2019,4,"Acrothamnus montanus","Acrothamnus",7,3,5,38,483375,0,3848338,"",NA
"703","Heathy Spur 1","2020s","16/3/2019",2019,4,"Acrothamnus montanus","Acrothamnus",8,7,6,50,264,0,50264,"",NA
"704","Heathy Spur 1","2020s","16/3/2019",2019,4,"Acrothamnus montanus","Acrothamnus",9,8,9,63,615375,0,6361538,"",NA
"705","Heathy Spur 1","2020s","16/3/2019",2019,4,"Acrothamnus montanus","Acrothamnus",9,7,7,63,615375,0,6361538,"",NA
"706","Heathy Spur 1","2020s","16/3/2019",2019,4,"Acrothamnus montanus","Acrothamnus",11,10,11,95,30375,0,9503038,"",NA
"707","Heathy Spur 1","2020s","16/3/2019",2019,4,"Acrothamnus montanus","Acrothamnus",11,11,7,95,30375,0,9503038,"",NA
"708","Heathy Spur 1","2020s","16/3/2019",2019,4,"Acrothamnus montanus","Acrothamnus",26,23,20,530,9135,0,5309135,"",NA
"709","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",1,1,2,0,785375,7,8,"5.40E+00",NA
"710","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",2,3,6,3,1415,0,31415,"",NA
"711","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",2,2,5,3,1415,0,31415,"",NA
"712","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",3,3,9,7,68375,0,706838,"",NA
"713","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",3,2,7,7,68375,0,706838,"",NA
"714","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",3,4,5,7,68375,0,706838,"",NA
"715","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",3,3,4,7,68375,0,706838,"",NA
"716","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",3,3,4,7,68375,0,706838,"",NA
"717","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",3,3,4,7,68375,0,706838,"",NA
"718","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",3,3,4,7,68375,0,706838,"",NA
"719","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",4,2,4,12,566,0,12566,"",NA
"720","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",4,5,7,12,566,0,12566,"",NA
"721","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",5,4,11,19,634375,0,1963438,"",NA
"722","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",6,5,7,28,2735,0,282735,"",NA
"723","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",6,6,10,28,2735,0,282735,"",NA
"724","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",6,8,4,28,2735,0,282735,"",NA
"725","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",9,9,7,63,615375,0,6361538,"",NA
"726","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",10,6,7,78,5375,0,785375,"",NA
"727","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",11,9,8,95,30375,0,9503038,"",NA
"728","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",12,10,10,113,94,0,113094,"",NA
"729","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",27,22,27,572,538375,0,57253838,"",NA
"730","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",28,32,20,615,734,0,615734,"",NA
"731","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",51,64,28,2042,760375,0,204276038,"",NA
"732","Heathy Spur 1","2020s","16/3/2019",2019,5,"Acrothamnus montanus","Acrothamnus",53,47,23,2206,118375,0,220611838,"",NA
"733","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",1,1,2,0,785375,7,8,"5.40E+00",NA
"734","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",1,1,3,0,785375,7,8,"5.40E+00",NA
"735","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",3,3,5,7,68375,0,706838,"",NA
"736","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",4,3,6,12,566,0,12566,"",NA
"737","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",6,5,10,28,2735,0,282735,"",NA
"738","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",7,5,15,38,483375,0,3848338,"",NA
"739","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",8,7,22,50,264,0,50264,"",NA
"740","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",9,7,7,63,615375,0,6361538,"",NA
"741","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",10,9,18,78,5375,0,785375,"",NA
"742","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",10,9,21,78,5375,0,785375,"",NA
"743","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",12,9,13,113,94,0,113094,"",NA
"744","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",12,8,13,113,94,0,113094,"",NA
"745","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",12,7,10,113,94,0,113094,"",NA
"746","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",15,15,14,176,709375,0,17670938,"",NA
"747","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",15,20,23,176,709375,0,17670938,"",NA
"748","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",16,10,17,201,56,0,201056,"",NA
"749","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",28,20,19,615,734,0,615734,"",NA
"750","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",35,26,23,962,84375,0,96208438,"",NA
"751","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",42,33,28,1385,4015,0,13854015,"",NA
"752","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",50,41,21,1963,4375,0,19634375,"",NA
"753","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",52,54,35,2123,654,0,2123654,"",NA
"754","Heathy Spur 1","2020s","16/3/2019",2019,6,"Acrothamnus montanus","Acrothamnus",69,33,27,3739,170375,0,373917038,"",NA
"755","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",3,3,2,7,68375,0,706838,"",NA
"756","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",3,5,5,7,68375,0,706838,"",NA
"757","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",4,3,9,12,566,0,12566,"",NA
"758","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",4,5,9,12,566,0,12566,"",NA
"759","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",4,3,18,12,566,0,12566,"",NA
"760","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",5,4,6,19,634375,0,1963438,"",NA
"761","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",5,7,14,19,634375,0,1963438,"",NA
"762","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",6,6,10,28,2735,0,282735,"",NA
"763","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",7,6,11,38,483375,0,3848338,"",NA
"764","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",8,10,7,50,264,0,50264,"",NA
"765","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",9,9,10,63,615375,0,6361538,"",NA
"766","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",9,9,14,63,615375,0,6361538,"",NA
"767","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",10,10,15,78,5375,0,785375,"",NA
"768","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",10,7,4,78,5375,0,785375,"",NA
"769","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",12,10,6,113,94,0,113094,"",NA
"770","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",12,7,6,113,94,0,113094,"",NA
"771","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",14,15,15,153,9335,0,1539335,"",NA
"772","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",17,9,11,226,973375,0,22697338,"",NA
"773","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",19,16,14,283,520375,0,28352038,"",NA
"774","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",20,15,14,314,15,0,31415,"",NA
"775","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",21,13,17,346,350375,0,34635038,"",NA
"776","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",22,18,16,380,1215,0,3801215,"",NA
"777","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",23,28,13,415,463375,0,41546338,"",NA
"778","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",23,14,16,415,463375,0,41546338,"",NA
"779","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",26,34,32,530,9135,0,5309135,"",NA
"780","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",28,25,19,615,734,0,615734,"",NA
"781","Heathy Spur 1","2020s","16/3/2019",2019,7,"Acrothamnus montanus","Acrothamnus",32,28,24,804,224,0,804224,"",NA
"782","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",3,3,11,7,68375,0,706838,"",NA
"783","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",3,3,5,7,68375,0,706838,"",NA
"784","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",3,3,5,7,68375,0,706838,"",NA
"785","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",3,2,4,7,68375,0,706838,"",NA
"786","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",3,3,5,7,68375,0,706838,"",NA
"787","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",3,3,7,7,68375,0,706838,"",NA
"788","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",4,5,4,12,566,0,12566,"",NA
"789","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",5,4,5,19,634375,0,1963438,"",NA
"790","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",5,6,14,19,634375,0,1963438,"",NA
"791","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",6,7,13,28,2735,0,282735,"",NA
"792","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",7,4,7,38,483375,0,3848338,"",NA
"793","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",7,8,12,38,483375,0,3848338,"",NA
"794","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",8,7,13,50,264,0,50264,"",NA
"795","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",8,7,8,50,264,0,50264,"",NA
"796","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",8,4,8,50,264,0,50264,"",NA
"797","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",10,9,5,78,5375,0,785375,"",NA
"798","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",12,7,4,113,94,0,113094,"",NA
"799","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",12,10,18,113,94,0,113094,"",NA
"800","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",14,11,12,153,9335,0,1539335,"",NA
"801","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",20,28,15,314,15,0,31415,"",NA
"802","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",22,31,19,380,1215,0,3801215,"",NA
"803","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",31,27,25,754,745375,0,75474538,"",NA
"804","Heathy Spur 1","2020s","16/3/2019",2019,8,"Acrothamnus montanus","Acrothamnus",53,37,22,2206,118375,0,220611838,"",NA
"805","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",2,2,3,3,1415,0,31415,"",NA
"806","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",2,2,3,3,1415,0,31415,"",NA
"807","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",2,3,5,3,1415,0,31415,"",NA
"808","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",4,4,3,12,566,0,12566,"",NA
"809","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",4,4,6,12,566,0,12566,"",NA
"810","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",4,4,5,12,566,0,12566,"",NA
"811","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",4,4,6,12,566,0,12566,"",NA
"812","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",4,3,8,12,566,0,12566,"",NA
"813","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",4,4,4,12,566,0,12566,"",NA
"814","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",4,3,5,12,566,0,12566,"",NA
"815","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",4,3,4,12,566,0,12566,"",NA
"816","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",5,7,8,19,634375,0,1963438,"",NA
"817","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",5,4,7,19,634375,0,1963438,"",NA
"818","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",5,4,4,19,634375,0,1963438,"",NA
"819","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",6,8,6,28,2735,0,282735,"",NA
"820","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",6,5,5,28,2735,0,282735,"",NA
"821","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",6,6,5,28,2735,0,282735,"",NA
"822","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",6,7,8,28,2735,0,282735,"",NA
"823","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",7,8,8,38,483375,0,3848338,"",NA
"824","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",8,9,10,50,264,0,50264,"",NA
"825","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",8,4,6,50,264,0,50264,"",NA
"826","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",8,9,13,50,264,0,50264,"",NA
"827","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",8,9,8,50,264,0,50264,"",NA
"828","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",9,7,12,63,615375,0,6361538,"",NA
"829","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",9,7,8,63,615375,0,6361538,"",NA
"830","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",9,8,7,63,615375,0,6361538,"",NA
"831","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",10,9,5,78,5375,0,785375,"",NA
"832","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",10,7,7,78,5375,0,785375,"",NA
"833","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",10,6,8,78,5375,0,785375,"",NA
"834","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",10,9,9,78,5375,0,785375,"",NA
"835","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",13,8,4,132,728375,0,13272838,"",NA
"836","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",13,11,9,132,728375,0,13272838,"",NA
"837","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",13,9,4,132,728375,0,13272838,"",NA
"838","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",14,12,13,153,9335,0,1539335,"",NA
"839","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",14,14,13,153,9335,0,1539335,"",NA
"840","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",15,15,9,176,709375,0,17670938,"",NA
"841","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",15,9,5,176,709375,0,17670938,"",NA
"842","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",16,14,14,201,56,0,201056,"",NA
"843","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",16,9,16,201,56,0,201056,"",NA
"844","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",16,18,13,201,56,0,201056,"",NA
"845","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",17,15,12,226,973375,0,22697338,"",NA
"846","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",20,23,16,314,15,0,31415,"",NA
"847","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",20,22,10,314,15,0,31415,"",NA
"848","Heathy Spur 1","2020s","16/3/2019",2019,9,"Acrothamnus montanus","Acrothamnus",23,28,12,415,463375,0,41546338,"",NA
"849","Heathy Spur 1","2020s","16/3/2019",2019,10,"Acrothamnus montanus","Acrothamnus",3,3,5,7,68375,0,706838,"",NA
